ts_hour,total_click,total_cart,total_fav,total_order,user_id_hashed,content_id_hashed
2025-06-17 02:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,4401478eebe3ea0e,6c76a5d8c52e7082
2025-07-07 14:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,90682617462e67af,48246886258ed864
2025-06-16 19:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,a58c7733976c1dfe,6e8a7c687dad9d71
2025-07-06 22:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,580fd56403c3210f,9408188a5f049704
2025-06-29 12:00:00+00:00,4.790752735765338e-07,0.0,4.790752735765338e-07,0.0,658d9b27fe619306,1a2a96fe6900b7b2
2025-06-18 19:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,bd8df6b2d47b2e03,e0298586a0b40796
2025-06-28 15:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,fc0e179ac8c56f36,058ae59e6c924c44
2025-06-22 21:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,0025a41a6fee7def,5d754d7fb3d49adb
2025-06-12 16:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,a5cdcfb5f5d82435,18ba3c995e7205c5
2025-07-05 22:00:00+00:00,0.0,0.0,4.790752735765338e-07,0.0,e0232ef0d5e3bf3d,b276049f768b51ae
2025-06-07 01:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,4ed79ed61a19fa30,ff9b3ff399a0b673
2025-06-29 20:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,5536a9e41128703b,cfb77d1c783a4881
2025-06-13 15:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,773d4da01587b012,decb333e82c6cac2
2025-06-24 14:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,c66f705f801401dd,e0238952795b6852
2025-06-15 11:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,2d237cb5d921d48d,4e1aa49a0e6bf854
2025-07-07 14:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,8d365f4324205f05,705299a204b52c48
2025-07-04 20:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,8009cc5b4840e514,cdd46d4e8853af6e
2025-06-17 18:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,c605f786bfedcf86,16496b82b8e38470
2025-06-17 19:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,841cbc111a077640,e08daaabd70e10b2
2025-07-05 00:00:00+00:00,0.0,0.0,4.790752735765338e-07,0.0,3c60dacabc9ff0b3,0211d549fe0268ab
2025-06-27 20:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,a4080f5794786c8a,a1dd4cf921262472
2025-06-19 16:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,dfa4d1de07aa9d76,d4449d14076cdd35
2025-07-03 09:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,aa3024ce24df59c2,1433f654f1b0c052
2025-06-28 20:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,9a113f4f4258cac7,3f9146fb78f1c25a
2025-07-07 18:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,c48540fe347e3c68,b89ea3e1d62a9e33
2025-07-01 18:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,da80998b3bd49393,10bd085ef90267c3
2025-07-08 10:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,3a6d88bb55fe6dde,05a5c9c33f051678
2025-06-29 13:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,4eac4c788b21081e,2957900669de6b68
2025-06-30 09:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,bdb0ed0bfbfb14c4,228d3061c7952fd6
2025-07-04 12:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,713f20da002fe9c0,2c8a9379a2020978
2025-06-26 14:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,39851de7ffcedaa1,56b5b9f97621fb56
2025-07-03 14:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,1aa2f37d2b36feef,ef24f4b6905b5df1
2025-06-29 21:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,e5bd83a512b5141c,d47f8909504b0be8
2025-07-07 18:00:00+00:00,4.790752735765338e-07,0.0,4.790752735765338e-07,0.0,92dc2644f8e3d069,6f59e14be3f350ec
2025-06-30 23:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,ce21f9c79d9321d0,481d5f20abdb07f1
2025-06-26 22:00:00+00:00,4.790752735765338e-07,4.790752735765338e-07,0.0,0.0,5623b3b366284cbd,46d71b3de6cb6162
2025-06-29 19:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,0adcce701d75d4ed,791a1f5365e91f02
2025-06-19 22:00:00+00:00,0.0,0.0,4.790752735765338e-07,0.0,5940c6ef074e2e66,4b909bf61f1f7cc8
2025-06-10 16:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,7101bb09a5be24da,b437cd36f0e6d2a6
2025-07-02 23:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,62a202456a8feb21,293d93d2203f8709
2025-06-14 18:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,a90a1cb9def8cbdb,dac04155c17d0b11
2025-06-29 01:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,9a4bbb700186508f,9dc220498a8d12b6
2025-06-29 10:00:00+00:00,4.790752735765338e-07,0.0,4.790752735765338e-07,0.0,2075fa84752eeeeb,61b1fe781ac26e4b
2025-06-29 15:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,aba8b483cc752001,4e6bab0cd5af949b
2025-06-11 01:00:00+00:00,4.790752735765338e-07,0.0,4.790752735765338e-07,0.0,f9a4ce5b8d9d26e3,5b15d0c00594be27
2025-06-12 15:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,4dc4784f09f134ab,f679242d963e0822
2025-06-20 21:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,c7bb9096a2bf0bfa,59d4d4aa5b62e6f1
2025-06-23 00:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,5d27de041cb5ac05,548460cd71201a7c
2025-06-27 09:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,bc3f642fc8be5a87,a299e7bd17910721
2025-06-14 17:00:00+00:00,4.790752735765338e-07,0.0,4.790752735765338e-07,0.0,e8df2d8be69caae4,d99b83b2b997410a
2025-07-01 13:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,18f8b4155956ff27,1d3544648e66682f
2025-07-09 12:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,c0698333856ee165,d027d6e3e182b57f
2025-06-18 20:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,faadbf6bdf0c7cb7,ab9406243910fc71
2025-07-06 08:00:00+00:00,0.0,0.0,4.790752735765338e-07,0.0,2179c6abc8d2fa21,df051017385a9fdb
2025-06-28 22:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,fd63094e0025314b,8d3aca6caf2e8f2a
2025-07-03 12:00:00+00:00,4.790752735765338e-07,0.0,4.790752735765338e-07,0.0,aff74eb32044cead,a50154eef87ec1a3
2025-07-04 15:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,e80d1c6dc7159790,890106eebd35096f
2025-06-13 22:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,fbdf6c92cdd5d27b,051f754781f9007f
2025-06-13 20:00:00+00:00,4.790752735765338e-07,4.790752735765338e-07,0.0,4.790752735765338e-07,e492387d1e816ac6,01e70d4516f61daf
2025-06-25 20:00:00+00:00,0.0,0.0,4.790752735765338e-07,0.0,5b83f573a55c5727,a86fd9bd2f202d6e
2025-06-14 11:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,0bd20c3d6a967557,28ef48bdfad1e02d
2025-07-01 01:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,4a6697f9647906ee,e5d9daa0b3883e16
2025-06-28 01:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,170355ae1506448b,d460f1fe726c5777
2025-07-09 09:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,106ae32fe0f9f505,2e2c7d90726ae88f
2025-06-22 00:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,5293480db93bf7ea,6b93b57b653f3005
2025-06-21 19:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,369cf03d9b4a52b5,4fd7d7b3587bc8dc
2025-07-06 23:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,fa45807ba741de00,df451a792511a74f
2025-06-14 12:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,2cfc7144d0288e24,f6e6aac956dc62be
2025-07-06 12:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,319a68d157c6d4b8,67eb631a0cfb5b03
2025-06-14 16:00:00+00:00,4.790752735765338e-07,0.0,4.790752735765338e-07,0.0,0f2037910f0dde7e,f40325f0d1349048
2025-07-03 00:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,93f865aa4ec5b1d7,af95e2757dc0413f
2025-06-29 00:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,8ed71536e8c5fd80,f1ea7ff813ac6caf
2025-06-30 20:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,5aa1b90bdeacbcc2,01e6d9a688746131
2025-07-10 16:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,0cd72c1ec3788e49,0ec8719a4f5220af
2025-07-09 16:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,27babd5d6a71ba11,d37a23bdb53de039
2025-06-21 15:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,680fba7d3bd009f0,ff3f8c25bf8dc61a
2025-07-01 12:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,9f8931f30aa10886,3d70875c136efafc
2025-06-07 13:00:00+00:00,0.0,0.0,4.790752735765338e-07,0.0,aa82c2f5479a1d6f,6efe3c8b62f763bf
2025-07-09 19:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,48bddec493aacb91,6e11b5eac4183cf7
2025-07-07 00:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,6bdfd723e1e143c2,b0eb32c1816b448c
2025-06-24 20:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,3d2cbca42107eb45,f43210439dc7ef83
