date,total_search_impression,total_search_click,content_id_hashed
2025-06-25,8.000557068728115e-05,4.790752735765338e-07,997971c47f6d23b7
2025-07-05,4.7907527357653384e-06,0.0,7a8e1eb9995f2590
2025-06-14,1.724670984875522e-05,0.0,1db00ecfd93ef453
2025-07-01,3.40143444239339e-05,4.790752735765338e-07,eb85bc22a0993bed
2025-06-27,0.00012551772167705187,9.581505471530676e-07,ba0099c9bc5c4c10
2025-06-23,7.66520437722454e-06,0.0,b25b76515e654d8d
2025-07-01,0.0006932219208652445,1.1976881839413346e-05,b0b93caa38ed6bf7
2025-06-20,1.1497806565836813e-05,0.0,43ec3bf0e65f7072
2025-06-26,7.186129103648008e-05,1.4372258207296016e-06,685508fa2e660257
2025-06-14,1.1018731292260278e-05,0.0,4d9b609c487e5b6f
2025-06-30,3.83260218861227e-06,0.0,4382a82166ba5035
2025-06-24,1.9163010943061354e-05,0.0,b2ce5353f40ddd48
2025-06-29,7.186129103648007e-06,0.0,c4e8be8c484bbee2
2025-07-07,1.1018731292260278e-05,0.0,7a399256744cdf19
2025-06-29,3.40143444239339e-05,4.790752735765338e-07,b3dff6b534d17767
2025-06-13,2.6828215320285895e-05,0.0,5550349d47cd6445
2025-06-30,1.533040875444908e-05,4.790752735765338e-07,e5a939a90d245d82
2025-07-07,9.294060307384756e-05,5.269828009341872e-06,3b6b9849016ac4b9
2025-06-12,0.00011018731292260278,2.8744516414592032e-06,4b3963a2a82671f4
2025-06-30,3.5451570244663504e-05,4.790752735765338e-07,fe7419f5bcd76ce7
2025-07-01,1.9163010943061354e-05,9.581505471530676e-07,d8681558e3201605
2025-06-21,1.3414107660142947e-05,4.790752735765338e-07,eda9773af8dd6ff8
2025-07-11,3.736787133896964e-05,4.790752735765338e-07,b14a9e61ab26d184
2025-06-26,3.353526915035737e-06,0.0,566025f8d41880b7
2025-06-28,1.6767634575178683e-05,9.581505471530676e-07,366b0eb73bfc829f
2025-06-19,4.311677462188805e-06,0.0,dd472dfb907e8c75
2025-07-09,1.1976881839413346e-05,0.0,bf3a42af34cde059
2025-06-30,4.790752735765338e-07,0.0,ce2a37c360635d32
2025-06-30,9.581505471530677e-05,1.4372258207296016e-06,9e656d242d6fa1e7
2025-06-14,1.4372258207296014e-05,0.0,f64f9be419c8bf49
2025-07-11,0.00040242322980428845,1.6767634575178683e-05,f1b00800fc4daa92
2025-07-01,6.22797855649494e-06,0.0,24547fe64e68cc2b
2025-06-27,0.002101703225180254,6.611238775356167e-05,c86fcb8a006b9402
2025-06-18,0.00015953206610098576,2.8744516414592032e-06,657b5010e4c14522
2025-07-09,5.988440919706673e-05,0.0,bfc972e189b06b3a
2025-07-05,0.00044266555278471727,1.6767634575178683e-05,7d44432cf9802e5b
2025-07-01,1.4372258207296016e-06,0.0,e9b2a1239c34108d
2025-06-12,5.269828009341872e-06,0.0,3cf7ab4920ccf812
2025-06-25,4.0242322980428845e-05,4.790752735765338e-07,12b633e9e34a6d24
2025-06-21,1.5809484028025618e-05,0.0,4d102b77e2558b7b
2025-06-19,0.0012254745498087736,1.3893182933719482e-05,c36463e1a1ed4f2a
2025-07-01,1.245595711298988e-05,0.0,532dfc8f842f6480
2025-07-01,9.581505471530676e-07,0.0,a6c765108fe325a5
2025-06-24,3.11398927824747e-05,2.8744516414592032e-06,3a49fcbb2104d58c
2025-07-01,0.00024816099171264455,0.0,41fa11ea2f808d94
2025-06-24,6.707053830071474e-06,0.0,f67e6261ed2081ef
2025-06-18,2.3953763678826692e-06,0.0,6c5198d3ea5b07f0
2025-06-30,0.00011641529147909772,9.581505471530676e-07,e7d93fd747a735e1
