ts_hour,search_term_normalized,clicked,ordered,added_to_cart,added_to_fav,user_id_hashed,content_id_hashed,session_id
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,d9b649ddfc6ea531,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,05555e1fd996ec55,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,2bfb01d118fb189d,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,dc57645f1a62ccad,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,f47e5ad1b73c2545,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,581046eb6144e318,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,3a47436c7efb8a61,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,b3dc51f66c416235,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,ed1e10aab20cc2d2,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,e8a2b5971972894c,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,2028c792956db14b,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,0abf176e7d04761f,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,726eca09cc44ddc1,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,a8aad99dab87597d,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,055710a3ba919a3d,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,48647fac04206515,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,b357b5fecd995277,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,25f12d638d787802,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,4d3da185e950313d,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,f03e739306fef295,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,744eddad554f2dfe,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,5f4cfcb45b55db35,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,05804d6fa8aa0866,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,e39caa8dfb248b0b,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,7232f8c3b1242e9a,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,79eae9f7a457403e,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,dcf29080d236109b,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,603b616bcf48f4e1,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,50add74bb1fc893c,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,e8f2ffce7dad201b,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,061449ee931ce806,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,5367afec004f7efd,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,21a8cdf20ff4b7b8,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,f5be46bb4bd69b15,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,f90806e5c427480a,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,9f7f8b83feedfed2,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,1a1801d74b6a157d,train_4fd3705b497bbe4f
2025-07-10 17:00:00+00:00,a_elbise_kesim,0,0,0,0,1be4d2dad45a5e01,2ad04e2fe87be5b5,train_4fd3705b497bbe4f
2025-07-06 17:00:00+00:00,ikili_takim_tesettur,0,0,0,0,438d258f52e0199b,e51dd6ec0a1afee1,train_e30131fc89dc9a53
2025-07-08 17:00:00+00:00,kadin_sandalet,0,0,0,0,b45b8154bd06279b,31c055d108909246,train_914217b947d679aa
2025-07-08 17:00:00+00:00,gomlek_tesettur,0,0,0,0,ea83365d5414e8d8,2c33c7a746c99cf5,train_28166ccb340a3673
2025-07-06 17:00:00+00:00,erkek_gozlugu_gunes,0,0,0,0,3220d27540e798a9,a683e8028d7979a3,train_b6859cdc021ba3e7
2025-07-10 17:00:00+00:00,elbisesi_namaz,0,0,0,0,1efec1113902b992,277c8c0a1cda785f,train_204b6f7b80379400
2025-07-08 17:00:00+00:00,cocuk_elbise_erkek_takim,0,0,0,0,4debf1841b2bb8e6,f96fb51ed501ec5c,train_7457bf9db1c9eab0
2025-07-10 17:00:00+00:00,beyaz_bluz,0,0,0,0,fee8bee63be25e85,3914604969d21318,train_79bab4558b9a9657
2025-07-06 17:00:00+00:00,ayakkabi_erkek_klasik,0,0,0,0,d5b9636aab4b1d5b,afaedb9ebb78cd72,train_0bc2ce7aaf84bc24
2025-07-06 17:00:00+00:00,ikili_takim,0,0,0,0,3f7ead49bd8015dd,4b08f22683e78b06,train_a134efbb29c7d8ad
2025-07-06 17:00:00+00:00,babet,0,0,0,0,7d38e84ed4f98b47,f9457082f2a2e657,train_7c06ce8b76ff8e78
2025-07-08 17:00:00+00:00,elbisesi_plaj,0,0,0,0,58c56cee6a404f54,2ff36808d193d8be,train_6d7fa9841f5f795b
2025-07-06 17:00:00+00:00,abiye_elbise_kadin,0,0,0,0,769ab0da67c7504f,f51fa50a08b55f31,train_38b65c1bd062abb7
2025-07-06 17:00:00+00:00,cuzdan_kadin,0,0,0,0,60034cd60d379cd6,6347c5a4b9b60374,train_c21698478fd0c589
2025-07-10 17:00:00+00:00,elbise_takim,0,0,0,0,8c6277c94be99edc,ab5a23d9ae866d88,train_5f01a6c432aeb1dd
2025-07-06 17:00:00+00:00,etek,0,0,0,0,39601572c65e61d8,31f6707022c7601c,train_c12cfceb4ac246f8
2025-07-10 17:00:00+00:00,bikini_takimi,0,0,0,0,34f068a05a1413c4,6562d253f0acb7e9,train_b1d4ad36041ed230
2025-07-10 17:00:00+00:00,elbise,0,0,0,0,f725f04c1e0c3751,0e09848556bec607,train_86066d359a1da6df
2025-07-06 17:00:00+00:00,bluz_kadin,0,0,0,0,6beb56f5d6fe18e8,2d1bb3f0214a683c,train_f03c7e81d7f9446f
2025-07-10 17:00:00+00:00,mucevher_taki,0,0,0,0,941c2d4a7ed07504,068237dc1f94b705,train_fb5ecf0f0b8f4b5d
2025-07-06 17:00:00+00:00,canta,0,0,0,0,4190c1098f6b5ec6,96f1d17a772ae292,train_59d0a9a9935d172f
2025-07-06 17:00:00+00:00,elbise_erkek_takim,0,0,0,0,16ad43c1d260407c,aee8a6391beafbe7,train_f03f9901e41c8157
2025-07-08 17:00:00+00:00,boncuk_kolye,0,0,0,0,4cb7c97dc7e7fb24,13ac00e2f0a67fe3,train_fda6cac24e48204a
2025-07-06 17:00:00+00:00,erkek,0,0,0,0,b49413ef64f1b801,07d5a5c30771dbf6,train_8ad7f1c3c38817d1
2025-07-08 17:00:00+00:00,hasema,0,0,0,0,f9a50182b86f7b85,1fe804866df8c5d6,train_7a8ed1a278f28e01
2025-07-10 17:00:00+00:00,kulot,0,0,0,0,6d3728a11498fca4,4ae702dae371ed77,train_6bc0469d0ba82605
2025-07-06 17:00:00+00:00,taki,0,0,0,0,5d676e7ae394a8d9,b0a58f5408b48983,train_51a80d6843e9356f
2025-07-10 17:00:00+00:00,canta,0,0,0,0,0c999be2a21e1067,f57996170185e5a5,train_9e01d65ff260a221
2025-07-06 17:00:00+00:00,kadin_sandalet,0,0,0,0,919db7a27bc335c0,6570332d8fb4c98e,train_665617edf5582bf8
2025-07-08 17:00:00+00:00,erkek_pijama_takimi,0,0,0,0,a7d3ff1ef3858a1b,b97bf5adf3d7048f,train_624b1bc9f1616115
2025-07-08 17:00:00+00:00,elbise,0,0,0,0,fb2315945304bdba,08f2b80949ebe439,train_7ecac34935fe324c
2025-07-06 17:00:00+00:00,straplez_sutyen,0,0,0,0,83a77a2e7ce8a5f2,fb865567fafcb358,train_76538f19041b8de5
2025-07-10 17:00:00+00:00,cocuk_giyim,0,0,0,0,cafa951a16e3746b,2be6be40c032f81d,train_e7ecdcb863736a5b
2025-07-10 17:00:00+00:00,kupe,0,0,0,0,cad691aa52f7c818,ec9bab6124d9ffa7,train_e791f08f2b94c444
2025-07-06 17:00:00+00:00,pijama_takimi,0,0,0,0,4b086d11aa115674,68f675398ecf9d3c,train_358802a5f4be282e
2025-07-10 17:00:00+00:00,elbise,1,0,0,0,8fada7c73a27ca3c,c45f5f895e34068d,train_35d477677c464ba5
2025-07-08 17:00:00+00:00,terlik,0,0,0,0,22f5b0d73d4386c7,452ecfcd9ab5f1b4,train_5771b6f43f9b1281
2025-07-08 17:00:00+00:00,bikini_mayo,0,0,0,0,6c77e4ef06e2c9ae,51d6c2c6623fd202,train_f392b6b4d6863b3d
2025-07-06 17:00:00+00:00,giyim_tesettur,0,0,0,0,9fc9eaccf3d059dd,29bfce4b05015d29,train_c288d65627b22487
2025-07-06 17:00:00+00:00,ayakkabi_kadin_spor,0,0,0,0,724b4e00bfd8f6d5,299c61276f9b9eef,train_83ca1dbfff20a690
2025-07-08 17:00:00+00:00,kadin_terlik,0,0,0,0,a33360198e3bf6bb,d27c1a089598c194,train_20acd0a1a23d0c04
2025-07-06 17:00:00+00:00,kulot,0,0,0,0,3aa94314323b0dad,8a85ed0f626dd735,train_955e6417a068aa7a
2025-07-06 17:00:00+00:00,elbise_kadin,0,0,0,0,83ed806c98280e46,cd0c3e6d00acb068,train_f4c8ed970d783225
2025-07-06 17:00:00+00:00,giyim,1,0,0,1,00c8df2d46cee8a2,3fbecad06e647580,train_bd3fae46dc131b96
2025-07-08 17:00:00+00:00,bikini_takimi,0,0,0,0,bebab81d390ea9c9,7e29374d78359e2b,train_1030503fd4b086c5
2025-07-10 17:00:00+00:00,gold_terlik,0,0,0,0,4146fb26b71b72af,59344d18c7f21f24,train_3a01e2cc209f53a6
2025-07-10 17:00:00+00:00,abiye_boy_midi,0,0,0,0,a8daf47cb710c766,d3e07e0b1c32e11a,train_230fd45156447c3b
2025-07-06 17:00:00+00:00,kadin,0,0,0,0,fbf8afa8c062e85b,073576690f347e49,train_5c15b7535b9d3af9
2025-07-06 17:00:00+00:00,mayo,0,0,0,0,4353c7d0bd69d943,2471fe998bb33c77,train_8242bfbd41026e36
2025-07-08 17:00:00+00:00,alt_takim_ust,0,0,0,0,e8e38afdaccc08ae,8a3f9952dc1e0db5,train_68688587b835b9c3
2025-07-06 17:00:00+00:00,canta_gold,0,0,0,0,c3ad705beef4b1d3,29223916397750ad,train_5fb01860e3fd731f
