ts_hour,total_search_impression,total_search_click,user_id_hashed
2025-07-09 22:00:00+00:00,0.00016623911993105724,9.581505471530676e-07,76d44a9060d21dde
2025-07-09 16:00:00+00:00,5.557273173487793e-05,4.790752735765338e-07,13faf3165afe054b
2025-06-30 15:00:00+00:00,3.11398927824747e-05,1.4372258207296016e-06,b7f0be3ed2063887
2025-07-01 02:00:00+00:00,3.066081750889816e-05,4.790752735765338e-07,e4e05d7450fe5f39
2025-06-29 15:00:00+00:00,5.7489032829184065e-06,4.790752735765338e-07,a4c45a6a8bafb927
2025-06-16 15:00:00+00:00,2.8744516414592032e-06,1.4372258207296016e-06,ebac9e906d383034
2025-07-08 00:00:00+00:00,0.00020743959345863915,4.311677462188805e-06,290e7d86065d55bc
2025-06-26 07:00:00+00:00,5.557273173487793e-05,1.4372258207296016e-06,ac8322921415588f
2025-07-06 21:00:00+00:00,9.581505471530676e-07,0.0,2e4dcd5afa580d75
2025-06-12 03:00:00+00:00,6.22797855649494e-06,1.4372258207296016e-06,9fda499c55204e8b
2025-06-19 21:00:00+00:00,2.7786365867438963e-05,1.916301094306135e-06,e2a2112a5430abae
2025-07-09 14:00:00+00:00,1.245595711298988e-05,1.4372258207296016e-06,4765b68184d2ac4e
2025-06-28 14:00:00+00:00,2.7786365867438963e-05,9.581505471530676e-07,d0f6e39b458d9d49
2025-06-27 18:00:00+00:00,1.916301094306135e-06,0.0,34abb0eb95db07a0
2025-06-25 20:00:00+00:00,9.581505471530677e-06,9.581505471530676e-07,7fab771413752eb7
2025-06-16 14:00:00+00:00,0.0001882765825155778,2.3953763678826692e-06,b659ad16132d6528
2025-07-10 00:00:00+00:00,9.581505471530677e-06,4.790752735765338e-07,a114505dbb2e1593
2025-06-12 07:00:00+00:00,5.0781978999112586e-05,3.353526915035737e-06,ea8fe001d3284f58
2025-07-05 20:00:00+00:00,1.916301094306135e-06,0.0,cdd029cb43d25c7e
2025-06-25 21:00:00+00:00,9.533597944173023e-05,3.83260218861227e-06,16ac0e51f1c62dfc
2025-06-30 17:00:00+00:00,0.0001628855930160215,5.7489032829184065e-06,ffc7abfa7e73a379
2025-07-02 20:00:00+00:00,0.0008743123742771743,2.3953763678826692e-06,a97e9c88a27cf139
2025-06-23 22:00:00+00:00,1.533040875444908e-05,9.581505471530676e-07,bc7519ab754832ed
2025-07-05 23:00:00+00:00,0.0010405514942082314,1.4372258207296014e-05,604ec121998605ef
2025-07-03 08:00:00+00:00,5.7489032829184065e-06,0.0,9fbb4d003b28d18c
2025-06-12 20:00:00+00:00,0.00011114546346975585,3.83260218861227e-06,a7990ef906eeee06
2025-06-19 19:00:00+00:00,1.0060580745107211e-05,0.0,e81c37252c1a48f5
2025-06-20 18:00:00+00:00,5.7489032829184065e-06,9.581505471530676e-07,51b21d0df2b00813
2025-07-06 09:00:00+00:00,5.126105427268912e-05,9.581505471530676e-07,7a14399cd2eacfe5
2025-07-10 14:00:00+00:00,1.1497806565836813e-05,0.0,0a2cfdbb9c38be30
2025-07-05 13:00:00+00:00,5.7489032829184065e-06,4.790752735765338e-07,a96dd887b322628d
2025-07-04 20:00:00+00:00,2.2037462584520557e-05,9.581505471530676e-07,0f52abf9a60865b1
2025-06-26 15:00:00+00:00,2.491191422597976e-05,0.0,8b2184a58a695d54
2025-07-07 14:00:00+00:00,8.240094705516382e-05,9.581505471530676e-07,24c9860cbab1b80e
2025-06-14 13:00:00+00:00,9.581505471530677e-06,0.0,f7957095eb2a1d6e
2025-06-17 00:00:00+00:00,0.0002452865400711853,2.3953763678826692e-06,4ce4ce034bd5afcb
2025-06-14 20:00:00+00:00,1.916301094306135e-06,4.790752735765338e-07,8e1ec0521b9caac1
2025-06-26 13:00:00+00:00,0.0003343945409564206,8.144279650801075e-06,e79cb6be328591b2
2025-07-02 00:00:00+00:00,7.473574267793928e-05,9.581505471530676e-07,253f557471528894
2025-07-06 14:00:00+00:00,4.0242322980428845e-05,4.790752735765338e-07,50d53651542794c7
2025-07-03 20:00:00+00:00,1.1976881839413346e-05,2.3953763678826692e-06,1428b6ea2d9fc4bc
2025-07-03 15:00:00+00:00,0.00018731843196842472,4.311677462188805e-06,a2ddb95bf3130646
2025-07-02 14:00:00+00:00,4.7907527357653384e-06,0.0,0d2ca34ea45862c3
2025-06-30 13:00:00+00:00,2.8744516414592032e-06,4.790752735765338e-07,3322dd680937727d
2025-06-16 21:00:00+00:00,5.653088228203099e-05,9.581505471530676e-07,96ddf7d314b7705c
2025-07-05 21:00:00+00:00,9.389875362100063e-05,9.581505471530676e-07,022f93398aa20448
2025-07-03 19:00:00+00:00,4.694937681050032e-05,0.0,fac542b4c1e35ece
2025-06-19 17:00:00+00:00,7.186129103648008e-05,3.353526915035737e-06,a704412a4172257a
2025-06-20 13:00:00+00:00,8.144279650801075e-05,2.3953763678826692e-06,dc54387e7209f54f
2025-06-30 22:00:00+00:00,0.00031235707837190004,1.0539656018683744e-05,e7c9472ea03d78a3
2025-06-22 23:00:00+00:00,0.00013462015187500602,2.8744516414592032e-06,d092c9e712a87c31
2025-07-07 18:00:00+00:00,8.958707615881182e-05,2.3953763678826692e-06,c0688779be5275e9
2025-06-10 15:00:00+00:00,1.245595711298988e-05,0.0,965f3423dc8c9b02
2025-06-19 23:00:00+00:00,2.8744516414592032e-06,0.0,5711dce866f4074a
